titre,date,editeur,fichier 
Cooking school text book;,1888,"New York, O. Judd company",1888_Cookingschooltextboo.txt
"The Ohio farmer's home guide book : a complete manual of practical instruction in every department of household economy : including the kitchen, the laundry, the dining-room, the parlor, the sleeping rooms, fancy work, home decoration, parental duty, etc., etc.",1888,"Cleveland, Ohio : The Ohio farmer",1888_TheOhiofarmershomegu.txt
Luncheon,1888,"New York, F.A. Stokes & Brother",1888_Luncheon.txt
Hood's cook book number two,1888,"[Lowell, Mass : C.I. Hood & Co.",1888_Hoodscookbooknumbert.txt
"Grocers' manual: containing recipes, formulas and instructions for the manufacture of baking powders, flavoring extracts, essences, condiments, etc., in their purity, also their imitations and adulterations",1888,"Chicago, Ill., The Grocers' manual publishing co",1888_Grocersmanualcontain.txt
"Two fifteenth-century cookery-books. Harleian ms. 279 (ab. 1430), & Harl. ms. 4016 (ab. 1450), with extracts from Ashmole ms. 1429, Laud ms. 553, & Douce ms. 55",1888,"London, Pub. for the Early English text society by N. Trübner & co.",1888_Twofifteenthcenturyc.txt
Oysters and fish,1888,"New York, F.A. Stokes & Brother",1888_Oystersandfish.txt
How to grow cabbages & cauliflowers most profitably,1888,,1888_Howtogrowcabbagescau.txt
"Oysters à la mode, or, The oyster and over 100 ways of cooking it : to which are added a few recipes for cooking all kinds of shellfish",1888,"London ; New York : Longmans, Green",1888_OystersalamodeorTheo.txt
Domestic cook book,1888,"Cincinnati, G.W. Smith",1888_Domesticcookbook.txt
Clever cooking for careful cooks [microform] : tried recipes,1888,[Montréal? : s.n.],1888_Clevercookingforcare.txt
Family living on $500 a year;,1888,"New York, Harper & brothers",1888_Familylivingon500aye.txt
The Home cook book [microform],1888,Toronto : Rose Pub. Co.,1888_TheHomecookbookmicro.txt
The breadmaker's book of cooking lessons [microform] : compiled from original and selected formulæ,1888,Toronto : Churchill,1888_Thebreadmakersbookof.txt
The peerless cook book [microform] : a compilation of tested recipes,1888,Montreal : Ladies of St. James Methodist Church,1888_Thepeerlesscookbookm.txt
Luncheon,1888,New York : F.A. Stokes & Brother,1888_Luncheon.txt
"The new helping hand, a collection of family receipts ..",1888,"Boston, Smith & Porter, printers",1888_Thenewhelpinghandaco.txt
Over 300 well tried recipes and where to buy almost everything pertaining to house-keeping ..,1888,"Baltimore, Hanzsche & company, printers",1888_Over300welltriedreci.txt
"Oysters à la mode, or, The oyster and over 100 ways of cooking it : to which are added a few recipes for cooking all kinds of shellfish",1888,"London ; New York : Longmans, Green",1888_OysterslamodeorTheoy.txt
The Kenton cook-book,1888,"Kenton, Ohio, W. M. Beckman",1888_TheKentoncookbook.txt
"Our society cook book, embracing about 1200 tried, reliable and economical recipes ..",1888,"Harrisburg, Pa., Pennsylvania publishing co.",1888_Oursocietycookbookem.txt
"Two fifteenth-century cookery-books. Harleian ms. 279 (ab. 1430), & Harl. ms. 4016 (ab. 1450), with extracts from Ashmole ms. 1429, Laud ms. 553, & Douce ms. 55",1888,"London, Pub. for the Early English text society by N. Trübner & co.",1888_Twofifteenthcenturyc.txt
Cooking school text book;,1888,"New York, O. Judd company",1888_Cookingschooltextboo.txt
Domestic cook book; a companion to Pulte's domestic physician; being a practical guide in the preparation of food for the well and the sick ..,1888,"Cincinnati, Geo. W. Smith",1888_Domesticcookbookacom.txt
The housekeeper's help [microform],1888,"[Hamilton, Ont.? : s.n.]",1888_Thehousekeepershelpm.txt
"Eating for strength; or, Food and diet in their relation to health and work, together with several hundred recipes for wholesome foods and drinks",[c1888],New York,c1888_EatingforstrengthorF.txt
"Par excellence, a manual of cookery, containing choice recipes",1888,"Chicago, Published under the auspices of the guild",1888_Parexcellenceamanual.txt
The home cook book,1888,Toronto : Rose Pub. Co.,1888_Thehomecookbook.txt
The graded cook book:,1888,"Chicago, Knight & Leonard co., printers",1888_Thegradedcookbook.txt
Dressed vegetables à la mode,1888,"London ; New York : Longmans, Green",1888_Dressedvegetablesala.txt
"Hoover's book of recipes, an invaluable collection of private and practical recipes, and hidden secrets revealed",1888,"Louisville, O., L. P. Bissell & co., printers",1888_Hooversbookofrecipes.txt
The pioneers and progress of English farming,1888,"London Longmans, Green",1888_Thepioneersandprogre.txt
Oysters and fish,1888,"New York, F.A. Stokes & Brother",1888_Oystersandfish.txt
Domestic cook book; a companion to Pulte's domestic physician; being a practical guide in the preparation of food for the well and the sick ..,1888,"Cincinnati, Geo. W. Smith",1888_Domesticcookbookacom.txt
Our cook book,1888,"Lowell, Mass., Press of Adams & Farley",1888_Ourcookbook.txt
"Eating for strength; or, Food and diet in their relation to health and work, together with several hundred recipes for wholesome foods and drinks",1888,"New York, M. L. Holbrook & co.",1888_EatingforstrengthorF.txt
Dressed vegetables à la mode,1888,"London ; New York : Longmans, Green",1888_Dressedvegetablesala.txt
On habits and manners,1888,"Hampton, Va. : Normal School Press",1888_Onhabitsandmanners.txt
Dressed game and poultry à la mode,1888,London : Longmans,1888_Dressedgameandpoultr.txt
Ten dollars enough : keeping house well on ten dollars a week ; how it has been done ; how it can be done again,1888,"Boston : Houghton, Mifflin & Co.",1888_Tendollarsenoughkeep.txt
Recipes for preparing New Hartford canning co.'s cream sugar corn,1888,[New York],1888_RecipesforpreparingN.txt
What one can do with a chafing dish : a guide for amateur cooks,1889,New York : G.P. Putnam's Sons,1889_Whatonecandowithacha.txt
The ideal cook book,1889,New York [Press of J. J. Little & co.],1889_Theidealcookbook.txt
The every-day cook-book and encyclopedia of practical recipes,1889,San Francisco : Examiner-Press,1889_Theeverydaycookbooka.txt
One hundred prize dinners;,1889,"New York, Chicago, J. S. Ogilvie",1889_Onehundredprizedinne.txt
School hygiene: or The laws of health in relation to school life,1889,"Boston, Heath",1889_SchoolhygieneorThela.txt
Housekeeper's companion,1889,"New York, J. B. Alden",1889_Housekeeperscompanio.txt
The cook's true friend [microform],1889,"Toronto : Hunter, Rose",1889_Thecookstruefriendmi.txt
Happy-thought-range cookery book [microform],1889,[Toronto? : s.n.],1889_Happythoughtrangecoo.txt
"The New York Cook Book: A Complete Manual of Cookery, in All Its Branches",1889,Worthington,1889_TheNewYorkCookBookAC.txt
Choice cookery,1889,"New York, Harper & brothers",1889_Choicecookery.txt
Puddings and Pastry à la Mode,1889,"Longmans, Green",1889_PuddingsandPastrylaM.txt
Choice cookery,1889,"New York, Harper",1889_Choicecookery.txt
Choice recipes [microform] : how to use Fleischmann's compressed yeast,1889,New York : C. Jourgensen,1889_Choicerecipesmicrofo.txt
Dinnerology;,1889,"Chicago, New York, Belford, Clarke & co.; [etc., etc",1889_Dinnerology.txt
"The new Dixie cook-book and practical housekeeper, carefully comp. from the treasured family collections of many generations of noted housekeepers:",1889,"Atlanta, Ga., L. A. Clarkson & company",1889_ThenewDixiecookbooka.txt
The complete practical pastry cook,1889,"Chicago, J. T. Gill",1889_Thecompletepractical.txt
Choice cookery,1889,New York : Harper,1889_Choicecookery.txt
"The ""Press"" prize recipes for meats, vegetables, bread, and pastry",1889,"New York, Chicago, J. S. Ogilvie",1889_ThePressprizerecipes.txt
The ideal cookery book ..,1889,"Chicago, F. J. Shulte & co",1889_Theidealcookerybook.txt
Hartford election cake and other receipts : chiefly from manuscript sources,1889,Hartford : Fowler & Miller,1889_Hartfordelectioncake.txt
"Fruits, and how to use them. A practical manual for housekeepers; containing nearly seven hundred recipes for wholesome preparations of foreign and domestic fruits",1889,"New York, Fowler & Wells",1889_Fruitsandhowtousethe.txt
What one can do with a chafing dish : a guide for amateur cooks,1889,New York : J.B. Stilwell [printer],1889_Whatonecandowithacha.txt
Treasure to every housewife : a collection of tried and true receipts,1889,Oakland : Carruth & Carruth,1889_Treasuretoeveryhouse.txt
House and home : a complete housewife's guide,1889,"New York, N.Y. : Union Pub. House",1889_Houseandhomeacomplet.txt
Mohawk Valley cook book,1889,"Utica, N.Y., Press of I. C. Childs and son",1889_MohawkValleycookbook.txt
The good cheer cook book,1889,"Chippewa Falls, Wis., Herald print",1889_Thegoodcheercookbook.txt
"The table: how to buy food, how to cook it and how to serve it",1889,"New York, C. L. Webster & company",1889_Thetablehowtobuyfood.txt
Our home cyclopedia. Cookery and housekeeping,1889,"Detroit, Mich., The Mercantile publishing co.",1889_OurhomecyclopediaCoo.txt
Journal cook book,1889,"Albany, The Albany journal company",1889_Journalcookbook.txt
"The table: how to buy food, how to cook it, and how to serve it",1889,"New York, C. L. Webster & Company",1889_Thetablehowtobuyfood.txt
Foods,1889,"New York, Appleton",1889_Foods.txt
"The New York cook book : a complete manual of cookery, in all its branches","1890, c1889",New York : Worthington & Co.,1890c1889_TheNewYorkcookbookac.txt
"Foods for the fat : a treatise on corpulency, with dietary for its cure",1889,London : Chatto & Windus,1889_Foodsforthefatatreat.txt
Cloud City cook-book,1889,"Leadville, Col., Herald Democrat steam book and job printing house",1889_CloudCitycookbook.txt
Lessons in cookery,1889,"Washington, R. S. Cooper, printer",1889_Lessonsincookery.txt
Cooks in clover : reliable recipes,1889,"[Passaic, N.J.] : The Church",1889_Cooksincloverreliabl.txt
What one can do with a chafing dish. A guide for amateur cooks,1890,"New York, J. Ireland",1890_Whatonecandowithacha.txt
The compendium of cookery and reliable recipes,1890,"Chicago, The Merchants' specialty co.",1890_Thecompendiumofcooke.txt
"The new practical housekeeping. A compilation of new, choice and carefully tested recipes",1890,"Minneapolis, Minn., Home publishing company",1890_Thenewpracticalhouse.txt
The star crystal cook book,1890,"Milwaukee, J. G. Flint",1890_Thestarcrystalcookbo.txt
The new temperance cookery book [microform],1890,Vancouver : Thomson Stationery Co.,1890_Thenewtemperancecook.txt
"Fruits, and how to use them. A practical manual for housekeepers; containing nearly seven hundred recipes for wholesome preparations of foreign and domestic fruits",1890,"New York, Fowler & Wells",1890_Fruitsandhowtousethe.txt
One thousand and one useful recipes and valuable hints about cooking and housekeeping,[1890?],San Francisco : Dutton & Partridge,1890_Onethousandandoneuse.txt
Eggs: facts and fancies about them,1890,"Boston, D. Lothrop",1890_Eggsfactsandfanciesa.txt
The new Buckeye cook book. A revised and enlarged edition of Practical housekeeping. A careful compilation of tried and approved recipes for all departments of the household ..,1890,"Dayton, Ohio, The Home Pub. Co.",1890_ThenewBuckeyecookboo.txt
Delicate feasting,1890,"New York, Harper",1890_Delicatefeasting.txt
The Mansfield cook book,1890,"Putnam, Conn., The Patriot press",1890_TheMansfieldcookbook.txt
The Pattern cook-book,1890,New York : Butterick Pub. Co.,1890_ThePatterncookbook.txt
"The Muskegon cook book of tested receipts, (total abstinence)",1890,"[Muskegon, Mich.] Wanty & Manning, printers and binders",1890_TheMuskegoncookbooko.txt
Delicate feasting,1890,"New York, Harper",1890_Delicatefeasting.txt
"Text-book of hygiene, a comprehensive treatise on the principles and practice of preventive medicine, from an American standpoint",1890,"Philadelphia, Davis",1890_Textbookofhygieneaco.txt
Delicate feasting,1890,New York : Harper,1890_Delicatefeasting.txt
The art of cooking made easy [microform],1890,"[London, Ont.? : s.n.]",1890_Theartofcookingmadee.txt
What one can do with a chafing dish. A guide for amateur cooks,1890,"New York, J. Ireland",1890_Whatonecandowithacha.txt
"The universal household cyclopædia, a volume of universal ready reference for American women in American homes ..",1890,"New York, F. M. Lupton",1890_Theuniversalhousehol.txt
Model diet tables,1890,[Lansing],1890_Modeldiettables.txt
Practical sanitary and economic cooking adapted to persons of moderate and small means,1890,[New York?] American public health association,1890_Practicalsanitaryand.txt
A book of tried recipes,1890,[Chicago?,1890_Abookoftriedrecipes.txt
A collection of tested recipes,1890,"Albion, Mich., Albion recorder book and job print",1890_Acollectionoftestedr.txt
The Art of cooking made easy [microform],1890,"[London, Ont.? : s.n.]",1890_TheArtofcookingmadee.txt
"Cyclopædia of foods, condiments and beverages : the greatest delicacies and common necessaries",1890,"London : Simpkin, Marshall",1890_Cyclopdiaoffoodscond.txt
